,text,level,node,lemmas,pos,stops
1522,The oath referred to in subsection (1) shall be administered by the Speaker of the Legislative Assembly or the Clerk of the Assembly.,8,Alberta_Election_Act--Appointments--1--None--0--Oath_of_office--3.1--2,"['the', 'oath', 'refer', 'to', 'in', 'subsection', '(', '1', ')', 'shall', 'be', 'administer', 'by', 'the', 'Speaker', 'of', 'the', 'Legislative', 'Assembly', 'or', 'the', 'Clerk', 'of', 'the', 'Assembly', '.']","['DET', 'NOUN', 'VERB', 'ADP', 'ADP', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'AUX', 'AUX', 'VERB', 'ADP', 'DET', 'PROPN', 'ADP', 'DET', 'PROPN', 'PROPN', 'CCONJ', 'DET', 'PROPN', 'ADP', 'DET', 'PROPN', 'PUNCT']","[True, False, False, True, True, False, False, False, False, False, True, False, True, True, False, True, True, False, False, True, True, False, True, True, False, False]"
1523,The appointment of the Chief Electoral Officer expires 12 months after polling day for a general election unless the Chief Electoral Officer is reappointed by the Lieutenant Governor in Council prior to that date on the recommendation of the Standing Committee.,8,Alberta_Election_Act--Appointments--1--None--0--Appointment_of_Chief_Electoral_Officer--3--3,"['the', 'appointment', 'of', 'the', 'Chief', 'Electoral', 'Officer', 'expire', '12', 'month', 'after', 'polling', 'day', 'for', 'a', 'general', 'election', 'unless', 'the', 'Chief', 'Electoral', 'Officer', 'be', 'reappointe', 'by', 'the', 'Lieutenant', 'Governor', 'in', 'Council', 'prior', 'to', 'that', 'date', 'on', 'the', 'recommendation', 'of', 'the', 'Standing', 'Committee', '.']","['DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'SCONJ', 'DET', 'PROPN', 'PROPN', 'PROPN', 'AUX', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']","[True, False, True, True, False, False, False, False, False, False, True, False, False, True, True, False, False, True, True, False, False, False, True, False, True, True, False, False, True, False, False, True, True, False, True, True, False, True, True, False, False, False]"
1524,"the day on which the order is issued, and",11,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Restrictions_on_government_advertising--134.1--1--e--ii--A","['the', 'day', 'on', 'which', 'the', 'order', 'be', 'issue', ',', 'and']","['DET', 'NOUN', 'ADP', 'PRON', 'DET', 'NOUN', 'AUX', 'VERB', 'PUNCT', 'CCONJ']","[True, False, True, True, True, False, True, False, False, True]"
1525,"is otherwise eligible as an elector, is, for the purposes of voting, deemed to be and to have been for the required period ordinarily resident in the same subdivision as the person described in subsection (1) and is eligible to have the person’s name entered on the list of electors for that subdivision and to vote at an election.",9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Absentee_voters--44--2--b","['be', 'otherwise', 'eligible', 'as', 'an', 'elector', ',', 'be', ',', 'for', 'the', 'purpose', 'of', 'voting', ',', 'deem', 'to', 'be', 'and', 'to', 'have', 'be', 'for', 'the', 'require', 'period', 'ordinarily', 'resident', 'in', 'the', 'same', 'subdivision', 'as', 'the', 'person', 'describe', 'in', 'subsection', '(', '1', ')', 'and', 'be', 'eligible', 'to', 'have', 'the', 'person', '’s', 'name', 'enter', 'on', 'the', 'list', 'of', 'elector', 'for', 'that', 'subdivision', 'and', 'to', 'vote', 'at', 'an', 'election', '.']","['AUX', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'AUX', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'PART', 'AUX', 'CCONJ', 'PART', 'AUX', 'AUX', 'ADP', 'DET', 'VERB', 'NOUN', 'ADV', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'CCONJ', 'AUX', 'ADJ', 'PART', 'VERB', 'DET', 'NOUN', 'PART', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","[True, True, False, True, True, False, False, True, False, True, True, False, True, False, False, False, True, True, True, True, True, True, True, True, False, False, False, False, True, True, True, False, True, True, False, False, True, False, False, False, False, True, True, False, True, True, True, False, True, True, False, True, True, False, True, False, True, True, False, True, True, False, True, True, False, False]"
1526,"The written report must include the following, as applicable:",8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Transmission_of_election_survey_results--135.2--4","['the', 'write', 'report', 'must', 'include', 'the', 'following', ',', 'as', 'applicable', ':']","['DET', 'VERB', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'PUNCT', 'ADP', 'ADJ', 'PUNCT']","[True, False, False, True, False, True, False, False, True, False, False]"
1527,"supervise election officers in reconciling the number of spoiled and declined ballots, and",9,Alberta_Election_Act--Post‑Polling‑Day_Procedures--4--None--0--Conduct_of_official_count--137--3.1--g,"['supervise', 'election', 'officer', 'in', 'reconcile', 'the', 'number', 'of', 'spoiled', 'and', 'decline', 'ballot', ',', 'and']","['VERB', 'NOUN', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'CCONJ', 'VERB', 'NOUN', 'PUNCT', 'CCONJ']","[False, False, False, True, False, True, False, True, False, True, False, False, False, True]"
1528,Interference with posted documents,6,Alberta_Election_Act--Administrative_Penalties_and_Offences--5--None--0--Interference_with_posted_documents,"['interference', 'with', 'post', 'document']","['NOUN', 'ADP', 'VERB', 'NOUN']","[False, True, False, False]"
1529,A poll clerk acting as a deputy returning officer is not required to take the oath of a deputy returning officer.,8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Poll_clerk_as_acting_deputy_returning_officer--75--3","['a', 'poll', 'clerk', 'act', 'as', 'a', 'deputy', 'return', 'officer', 'be', 'not', 'require', 'to', 'take', 'the', 'oath', 'of', 'a', 'deputy', 'return', 'officer', '.']","['DET', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'NOUN', 'AUX', 'PART', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'NOUN', 'PUNCT']","[True, False, False, False, True, True, False, False, False, True, True, False, True, True, True, False, True, True, False, False, False, False]"
1530,"serving the petitioner with a notice of withdrawal, and in that case the Court shall on application order the respondent to pay the petitioner’s costs of and incidental to that statement.",9,Alberta_Election_Act--Controverted_Elections--7--None--0--Withdrawal_from_proceedings--196--2--b,"['serve', 'the', 'petitioner', 'with', 'a', 'notice', 'of', 'withdrawal', ',', 'and', 'in', 'that', 'case', 'the', 'Court', 'shall', 'on', 'application', 'order', 'the', 'respondent', 'to', 'pay', 'the', 'petitioner', '’s', 'cost', 'of', 'and', 'incidental', 'to', 'that', 'statement', '.']","['VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'CCONJ', 'ADP', 'DET', 'NOUN', 'DET', 'PROPN', 'AUX', 'ADP', 'NOUN', 'NOUN', 'DET', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'PART', 'NOUN', 'ADP', 'CCONJ', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT']","[False, True, False, True, True, False, True, False, False, True, True, True, False, True, False, False, True, False, False, True, False, True, False, True, False, True, False, True, True, False, True, True, False, False]"
1531,"all envelopes containing ballots,",10,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Procedure_on_conclusion_of_unofficial_count--112--0--h--ii","['all', 'envelope', 'contain', 'ballot', ',']","['DET', 'NOUN', 'VERB', 'NOUN', 'PUNCT']","[True, False, False, False, False]"
1532,“Provincial corporation” means a Provincial corporation as defined in the Financial Administration Act;,9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Restrictions_on_government_advertising--134.1--1--d","['""', 'provincial', 'corporation', '""', 'mean', 'a', 'provincial', 'corporation', 'as', 'define', 'in', 'the', 'Financial', 'Administration', 'Act', ';']","['PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'DET', 'ADJ', 'NOUN', 'SCONJ', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","[False, False, False, False, False, True, False, False, True, False, True, True, False, False, False, False]"
1533,A person commits a corrupt practice who wilfully makes a false statement for the purpose of inducing an enumerator or a returning officer,7,Alberta_Election_Act--Corrupt_Practices--6--None--0--False_statements_re_list_of_electors--165,"['a', 'person', 'commit', 'a', 'corrupt', 'practice', 'who', 'wilfully', 'make', 'a', 'false', 'statement', 'for', 'the', 'purpose', 'of', 'induce', 'an', 'enumerator', 'or', 'a', 'return', 'officer']","['DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'PRON', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'CCONJ', 'DET', 'VERB', 'NOUN']","[True, False, False, True, False, False, True, False, False, True, False, False, True, True, False, True, False, True, False, True, True, False, False]"
1534,shall contain the following statements:,9,Alberta_Election_Act--Controverted_Elections--7--None--0--Petition--186--1--c,"['shall', 'contain', 'the', 'follow', 'statement', ':']","['AUX', 'VERB', 'DET', 'VERB', 'NOUN', 'PUNCT']","[False, False, True, False, False, False]"
1535,respecting forms for the purposes of this Act;,9,Alberta_Election_Act--General--8--None--0--Regulations--207--1--c,"['respect', 'form', 'for', 'the', 'purpose', 'of', 'this', 'Act', ';']","['VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT']","[False, False, True, True, False, True, True, False, False]"
1536,"The polling places for advance polling shall be open from 9 a.m. to 8 p.m. on each of the Tuesday, Wednesday, Thursday, Friday and Saturday of the full week preceding polling day.",8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Polling_place_for_advance_poll--98--3","['the', 'polling', 'place', 'for', 'advance', 'polling', 'shall', 'be', 'open', 'from', '9', 'a.m.', 'to', '8', 'p.m.', 'on', 'each', 'of', 'the', 'Tuesday', ',', 'Wednesday', ',', 'Thursday', ',', 'Friday', 'and', 'Saturday', 'of', 'the', 'full', 'week', 'precede', 'polling', 'day', '.']","['DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'AUX', 'AUX', 'ADJ', 'ADP', 'NUM', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADP', 'PRON', 'ADP', 'DET', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'PUNCT']","[True, False, False, True, False, False, False, True, False, True, False, False, True, False, False, True, True, True, True, False, False, False, False, False, False, False, True, False, True, True, True, False, False, False, False, False]"
1537,having induced any other person to vote or not vote at an election;,10,Alberta_Election_Act--Corrupt_Practices--6--None--0--Improper_inducement--172--3--e--ii,"['having', 'induce', 'any', 'other', 'person', 'to', 'vote', 'or', 'not', 'vote', 'at', 'an', 'election', ';']","['AUX', 'VERB', 'DET', 'ADJ', 'NOUN', 'PART', 'VERB', 'CCONJ', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","[False, False, True, True, False, True, False, True, True, False, True, True, False, False]"
1538,The contracting for or the receipt of ordinary and reasonable charges,8,Alberta_Election_Act--Corrupt_Practices--6--None--0--Payments_not_constituting_corrupt_practice--182--3,"['the', 'contracting', 'for', 'or', 'the', 'receipt', 'of', 'ordinary', 'and', 'reasonable', 'charge']","['DET', 'NOUN', 'ADP', 'CCONJ', 'DET', 'NOUN', 'ADP', 'ADJ', 'CCONJ', 'ADJ', 'NOUN']","[True, False, True, True, True, False, True, False, True, False, False]"
1539,"whether a copy of the prescribed identification document or documents has been included, and",9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Voting_by_Special_Ballot--118--4--b","['whether', 'a', 'copy', 'of', 'the', 'prescribed', 'identification', 'document', 'or', 'document', 'have', 'be', 'include', ',', 'and']","['SCONJ', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'AUX', 'VERB', 'PUNCT', 'CCONJ']","[True, True, False, True, True, False, False, False, True, False, True, True, False, False, True]"
1540,"The certificate of the returning officer to the effect that the election was held and that any person stated in the certificate to have been a candidate was in fact a candidate constitutes proof, in the absence of evidence to the contrary, of the contents of the certificate without proof of the signature or official character of the person appearing to have signed the certificate.",7,Alberta_Election_Act--General--8--None--0--Returning_officer’s_certificate--205,"['the', 'certificate', 'of', 'the', 'return', 'officer', 'to', 'the', 'effect', 'that', 'the', 'election', 'be', 'hold', 'and', 'that', 'any', 'person', 'state', 'in', 'the', 'certificate', 'to', 'have', 'be', 'a', 'candidate', 'be', 'in', 'fact', 'a', 'candidate', 'constitute', 'proof', ',', 'in', 'the', 'absence', 'of', 'evidence', 'to', 'the', 'contrary', ',', 'of', 'the', 'content', 'of', 'the', 'certificate', 'without', 'proof', 'of', 'the', 'signature', 'or', 'official', 'character', 'of', 'the', 'person', 'appear', 'to', 'have', 'sign', 'the', 'certificate', '.']","['DET', 'NOUN', 'ADP', 'DET', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'SCONJ', 'DET', 'NOUN', 'AUX', 'VERB', 'CCONJ', 'SCONJ', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PART', 'AUX', 'AUX', 'DET', 'NOUN', 'AUX', 'ADP', 'NOUN', 'DET', 'NOUN', 'VERB', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'PART', 'AUX', 'VERB', 'DET', 'NOUN', 'PUNCT']","[True, False, True, True, False, False, True, True, False, True, True, False, True, False, True, True, True, False, False, True, True, False, True, True, True, True, False, True, True, False, True, False, False, False, False, True, True, False, True, False, True, True, False, False, True, True, False, True, True, False, True, False, True, True, False, True, False, False, True, True, False, False, True, True, False, True, False, False]"
1541,"The Chief Electoral Officer shall furnish the information referred to in subsection (2) free of charge to each registered political party and to each member of the Legislative Assembly who is not a member of a registered political party,",8,Alberta_Election_Act--Election_Lists--2--None--2--Distribution_of_lists_of_electors--18--1,"['the', 'Chief', 'Electoral', 'Officer', 'shall', 'furnish', 'the', 'information', 'refer', 'to', 'in', 'subsection', '(', '2', ')', 'free', 'of', 'charge', 'to', 'each', 'register', 'political', 'party', 'and', 'to', 'each', 'member', 'of', 'the', 'Legislative', 'Assembly', 'who', 'be', 'not', 'a', 'member', 'of', 'a', 'register', 'political', 'party', ',']","['DET', 'PROPN', 'PROPN', 'PROPN', 'AUX', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'ADP', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'ADJ', 'ADP', 'NOUN', 'ADP', 'DET', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PRON', 'AUX', 'PART', 'DET', 'NOUN', 'ADP', 'DET', 'VERB', 'ADJ', 'NOUN', 'PUNCT']","[True, False, False, False, False, False, True, False, False, True, True, False, False, False, False, False, True, False, True, True, False, False, False, True, True, True, False, True, True, False, False, True, True, True, True, False, True, True, False, False, False, False]"
1542,"there remain 2 or more candidates, the returning officer shall advise each deputy returning officer of the returning officer’s electoral division personally or by letter or telephone of the withdrawal and, if there is sufficient time, shall prepare a notice of withdrawal and distribute a copy to each deputy returning officer, who shall post it in a conspicuous location in  the deputy returning officer’s polling place.",9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Withdrawal_of_candidate--65--3--b","['there', 'remain', '2', 'or', 'more', 'candidate', ',', 'the', 'return', 'officer', 'shall', 'advise', 'each', 'deputy', 'return', 'officer', 'of', 'the', 'return', 'officer', '’s', 'electoral', 'division', 'personally', 'or', 'by', 'letter', 'or', 'telephone', 'of', 'the', 'withdrawal', 'and', ',', 'if', 'there', 'be', 'sufficient', 'time', ',', 'shall', 'prepare', 'a', 'notice', 'of', 'withdrawal', 'and', 'distribute', 'a', 'copy', 'to', 'each', 'deputy', 'return', 'officer', ',', 'who', 'shall', 'post', 'it', 'in', 'a', 'conspicuous', 'location', 'in', ' ', 'the', 'deputy', 'return', 'officer', '’s', 'polling', 'place', '.']","['PRON', 'VERB', 'NUM', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'VERB', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADP', 'DET', 'VERB', 'NOUN', 'PART', 'ADJ', 'NOUN', 'ADV', 'CCONJ', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'PUNCT', 'SCONJ', 'PRON', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'VERB', 'PRON', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'SPACE', 'DET', 'NOUN', 'VERB', 'NOUN', 'PART', 'NOUN', 'NOUN', 'PUNCT']","[True, False, False, True, True, False, False, True, False, False, False, False, True, False, False, False, True, True, False, False, True, False, False, False, True, True, False, True, False, True, True, False, True, False, True, True, True, False, False, False, False, False, True, False, True, False, True, False, True, False, True, True, False, False, False, False, True, False, False, True, True, True, False, False, True, False, True, False, False, False, True, False, False, False]"
1543,“referendum period” means,9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Restrictions_on_government_advertising--134.1--1--e","['""', 'referendum', 'period', '""', 'mean']","['PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'VERB']","[False, False, False, False, False]"
